country,country_slug,section,item_name,item_slug,search_query,image_path,is_duplicate,first_section,status
Haiti,haiti,animals,Rhinoceros Iguana,rhinoceros_iguana,Rhinoceros Iguana,data/country_card_images/haiti/rhinoceros_iguana.jpg,no,animals,downloaded
Haiti,haiti,foods,Griot (fried pork),griot_fried_pork,Griot (fried pork) Haiti,data/country_card_images/haiti/griot_fried_pork.jpg,no,foods,downloaded
Haiti,haiti,foods,Akasan (corn porridge),akasan_corn_porridge,Akasan (corn porridge) Haiti,data/country_card_images/haiti/akasan_corn_porridge.jpg,no,foods,missing
Haiti,haiti,foods,Pikliz (spicy slaw),pikliz_spicy_slaw,Pikliz (spicy slaw) Haiti,data/country_card_images/haiti/pikliz_spicy_slaw.jpg,no,foods,missing
Haiti,haiti,foods,Joumou (pumpkin soup),joumou_pumpkin_soup,Joumou (pumpkin soup) Haiti,data/country_card_images/haiti/joumou_pumpkin_soup.jpg,no,foods,downloaded
Haiti,haiti,landmarks,Citadelle Laferrière,citadelle_laferriere,Citadelle Laferrière Haiti,data/country_card_images/haiti/citadelle_laferriere.jpg,no,landmarks,downloaded
Haiti,haiti,landmarks,Sans-Souci Palace,sans_souci_palace,Sans-Souci Palace Haiti,data/country_card_images/haiti/sans_souci_palace.jpg,no,landmarks,downloaded
Haiti,haiti,landmarks,Labadee Beach,labadee_beach,Labadee Beach Haiti,data/country_card_images/haiti/labadee_beach.jpg,no,landmarks,downloaded
Haiti,haiti,landmarks,Bassin-Bleu Waterfall,bassin_bleu_waterfall,Bassin-Bleu Waterfall Haiti,data/country_card_images/haiti/bassin_bleu_waterfall.jpg,no,landmarks,missing
Haiti,haiti,cheer_reasons,First Black republic in history,first_black_republic_in_history,First Black republic in history Haiti,data/country_card_images/haiti/first_black_republic_in_history.jpg,no,cheer_reasons,downloaded
Haiti,haiti,cheer_reasons,Beautiful beaches,beautiful_beaches,Beautiful beaches Haiti,data/country_card_images/haiti/beautiful_beaches.jpg,no,cheer_reasons,downloaded
Haiti,haiti,cheer_reasons,Amazing music (Kompa),amazing_music_kompa,Amazing music (Kompa) Haiti,data/country_card_images/haiti/amazing_music_kompa.jpg,no,cheer_reasons,downloaded
Haiti,haiti,cheer_reasons,Underdogs story,underdogs_story,Underdogs story Haiti,data/country_card_images/haiti/underdogs_story.jpg,no,cheer_reasons,downloaded
Haiti,haiti,cheer_reasons,Haitian Creole language,haitian_creole_language,Haitian Creole language Haiti,data/country_card_images/haiti/haitian_creole_language.jpg,no,cheer_reasons,downloaded
Scotland,scotland,animals,Red Deer,red_deer,Red Deer,data/country_card_images/scotland/red_deer.jpg,no,animals,downloaded
Scotland,scotland,animals,Red Squirrel,red_squirrel,Red Squirrel,data/country_card_images/scotland/red_squirrel.jpg,no,animals,downloaded
Scotland,scotland,animals,Puffin,puffin,Puffin,data/country_card_images/scotland/puffin.jpg,no,animals,downloaded
Scotland,scotland,animals,Highland Cattle,highland_cattle,Highland Cattle,data/country_card_images/scotland/highland_cattle.jpg,no,animals,downloaded
Scotland,scotland,animals,Golden Eagle,golden_eagle,Golden Eagle,data/country_card_images/scotland/golden_eagle.jpg,no,animals,downloaded
Scotland,scotland,foods,Haggis,haggis,Haggis Scotland,data/country_card_images/scotland/haggis.jpg,no,foods,downloaded
Scotland,scotland,foods,Fish and Chips,fish_and_chips,Fish and Chips Scotland,data/country_card_images/scotland/fish_and_chips.jpg,no,foods,downloaded
Scotland,scotland,foods,Shortbread,shortbread,Shortbread Scotland,data/country_card_images/scotland/shortbread.jpg,no,foods,missing
Scotland,scotland,foods,Cranachan (raspberry cream),cranachan_raspberry_cream,Cranachan (raspberry cream) Scotland,data/country_card_images/scotland/cranachan_raspberry_cream.jpg,no,foods,missing
Scotland,scotland,foods,Scotch whisky,scotch_whisky,Scotch whisky Scotland,data/country_card_images/scotland/scotch_whisky.jpg,no,foods,downloaded
Scotland,scotland,landmarks,Edinburgh Castle,edinburgh_castle,Edinburgh Castle Scotland,data/country_card_images/scotland/edinburgh_castle.jpg,no,landmarks,downloaded
Scotland,scotland,landmarks,Loch Ness,loch_ness,Loch Ness Scotland,data/country_card_images/scotland/loch_ness.jpg,no,landmarks,downloaded
Scotland,scotland,landmarks,Glencoe,glencoe,Glencoe Scotland,data/country_card_images/scotland/glencoe.jpg,no,landmarks,downloaded
Scotland,scotland,landmarks,St Andrews,st_andrews,St Andrews Scotland,data/country_card_images/scotland/st_andrews.jpg,no,landmarks,downloaded
Scotland,scotland,cheer_reasons,Golf,golf,Golf Scotland,data/country_card_images/scotland/golf.jpg,no,cheer_reasons,downloaded
Scotland,scotland,cheer_reasons,Highlands & castles,highlands_castles,Highlands & castles Scotland,data/country_card_images/scotland/highlands_castles.jpg,no,cheer_reasons,downloaded
Scotland,scotland,cheer_reasons,Bagpipes,bagpipes,Bagpipes Scotland,data/country_card_images/scotland/bagpipes.jpg,no,cheer_reasons,downloaded
Scotland,scotland,cheer_reasons,Braveheart country,braveheart_country,Braveheart country Scotland,data/country_card_images/scotland/braveheart_country.jpg,no,cheer_reasons,downloaded
Scotland,scotland,cheer_reasons,Loch Ness Monster,loch_ness_monster,Loch Ness Monster Scotland,data/country_card_images/scotland/loch_ness_monster.jpg,no,cheer_reasons,downloaded
USA,usa,animals,Bald Eagle,bald_eagle,Bald Eagle,data/country_card_images/usa/bald_eagle.jpg,no,animals,downloaded
USA,usa,animals,Bison,bison,Bison,data/country_card_images/usa/bison.jpg,no,animals,downloaded
USA,usa,animals,Grizzly Bear,grizzly_bear,Grizzly Bear,data/country_card_images/usa/grizzly_bear.jpg,no,animals,downloaded
USA,usa,animals,Florida Manatee,florida_manatee,Florida Manatee,data/country_card_images/usa/florida_manatee.jpg,no,animals,downloaded
USA,usa,animals,Gray Wolf,gray_wolf,Gray Wolf,data/country_card_images/usa/gray_wolf.jpg,no,animals,downloaded
USA,usa,foods,Cheeseburger,cheeseburger,Cheeseburger USA,data/country_card_images/usa/cheeseburger.jpg,no,foods,downloaded
USA,usa,foods,Hot dogs,hot_dogs,Hot dogs USA,data/country_card_images/usa/hot_dogs.jpg,no,foods,downloaded
USA,usa,foods,BBQ,bbq,BBQ USA,data/country_card_images/usa/bbq.jpg,no,foods,downloaded
USA,usa,foods,Apple Pie,apple_pie,Apple Pie USA,data/country_card_images/usa/apple_pie.jpg,no,foods,downloaded
USA,usa,foods,Tacos,tacos,Tacos USA,data/country_card_images/usa/tacos.jpg,no,foods,downloaded
USA,usa,landmarks,Statue of Liberty,statue_of_liberty,Statue of Liberty USA,data/country_card_images/usa/statue_of_liberty.jpg,no,landmarks,downloaded
USA,usa,landmarks,Grand Canyon,grand_canyon,Grand Canyon USA,data/country_card_images/usa/grand_canyon.jpg,no,landmarks,downloaded
USA,usa,landmarks,Yellowstone,yellowstone,Yellowstone USA,data/country_card_images/usa/yellowstone.jpg,no,landmarks,downloaded
USA,usa,landmarks,Golden Gate Bridge,golden_gate_bridge,Golden Gate Bridge USA,data/country_card_images/usa/golden_gate_bridge.jpg,no,landmarks,downloaded
USA,usa,cheer_reasons,Home country,home_country,Home country USA,data/country_card_images/usa/home_country.jpg,no,cheer_reasons,downloaded
USA,usa,cheer_reasons,Christian Pulisic,christian_pulisic,Christian Pulisic USA,data/country_card_images/usa/christian_pulisic.jpg,no,cheer_reasons,downloaded
USA,usa,cheer_reasons,11 host stadiums,11_host_stadiums,11 host stadiums USA,data/country_card_images/usa/11_host_stadiums.jpg,no,cheer_reasons,downloaded
USA,usa,cheer_reasons,Bald Eagles,bald_eagles,Bald Eagles USA,data/country_card_images/usa/bald_eagles.jpg,no,cheer_reasons,downloaded
USA,usa,cheer_reasons,Redemption story,redemption_story,Redemption story USA,data/country_card_images/usa/redemption_story.jpg,no,cheer_reasons,downloaded
Paraguay,paraguay,animals,Giant Anteater,giant_anteater,Giant Anteater,data/country_card_images/paraguay/giant_anteater.jpg,no,animals,downloaded
Paraguay,paraguay,animals,Capybara,capybara,Capybara,data/country_card_images/paraguay/capybara.jpg,no,animals,downloaded
Paraguay,paraguay,animals,Howler Monkey,howler_monkey,Howler Monkey,data/country_card_images/paraguay/howler_monkey.jpg,no,animals,downloaded
Paraguay,paraguay,animals,Yacaré Caiman,yacare_caiman,Yacaré Caiman,data/country_card_images/paraguay/yacare_caiman.jpg,no,animals,downloaded
Paraguay,paraguay,foods,Sopa Paraguaya (corn bread),sopa_paraguaya_corn_bread,Sopa Paraguaya (corn bread) Paraguay,data/country_card_images/paraguay/sopa_paraguaya_corn_bread.jpg,no,foods,missing
Paraguay,paraguay,foods,Chipa (cheese bread),chipa_cheese_bread,Chipa (cheese bread) Paraguay,data/country_card_images/paraguay/chipa_cheese_bread.jpg,no,foods,downloaded
Paraguay,paraguay,foods,Asado (BBQ),asado_bbq,Asado (BBQ) Paraguay,data/country_card_images/paraguay/asado_bbq.jpg,no,foods,downloaded
Paraguay,paraguay,foods,Bori-Bori (chicken soup),bori_bori_chicken_soup,Bori-Bori (chicken soup) Paraguay,data/country_card_images/paraguay/bori_bori_chicken_soup.jpg,no,foods,missing
Paraguay,paraguay,landmarks,Pantanal Wetlands,pantanal_wetlands,Pantanal Wetlands Paraguay,data/country_card_images/paraguay/pantanal_wetlands.jpg,no,landmarks,downloaded
Paraguay,paraguay,landmarks,Iguazu Falls,iguazu_falls,Iguazu Falls Paraguay,data/country_card_images/paraguay/iguazu_falls.jpg,no,landmarks,downloaded
Paraguay,paraguay,landmarks,Jesuit Missions,jesuit_missions,Jesuit Missions Paraguay,data/country_card_images/paraguay/jesuit_missions.jpg,no,landmarks,downloaded
Paraguay,paraguay,landmarks,Cerro Corá National Park,cerro_cora_national_park,Cerro Corá National Park Paraguay,data/country_card_images/paraguay/cerro_cora_national_park.jpg,no,landmarks,downloaded
Paraguay,paraguay,cheer_reasons,Guaraní language,guarani_language,Guaraní language Paraguay,data/country_card_images/paraguay/guarani_language.jpg,no,cheer_reasons,downloaded
Paraguay,paraguay,cheer_reasons,Capybaras,capybaras,Capybaras Paraguay,data/country_card_images/paraguay/capybaras.jpg,no,cheer_reasons,downloaded
Paraguay,paraguay,cheer_reasons,Fantastic BBQ,fantastic_bbq,Fantastic BBQ Paraguay,data/country_card_images/paraguay/fantastic_bbq.jpg,no,cheer_reasons,downloaded
Paraguay,paraguay,cheer_reasons,Jesuit ruins,jesuit_ruins,Jesuit ruins Paraguay,data/country_card_images/paraguay/jesuit_ruins.jpg,no,cheer_reasons,downloaded
Paraguay,paraguay,cheer_reasons,Comeback kings,comeback_kings,Comeback kings Paraguay,data/country_card_images/paraguay/comeback_kings.jpg,no,cheer_reasons,downloaded
Australia,australia,animals,Kangaroo,kangaroo,Kangaroo,data/country_card_images/australia/kangaroo.jpg,no,animals,downloaded
Australia,australia,animals,Koala,koala,Koala,data/country_card_images/australia/koala.jpg,no,animals,downloaded
Australia,australia,animals,Platypus,platypus,Platypus,data/country_card_images/australia/platypus.jpg,no,animals,downloaded
Australia,australia,animals,Wombat,wombat,Wombat,data/country_card_images/australia/wombat.jpg,no,animals,downloaded
Australia,australia,animals,Quokka,quokka,Quokka,data/country_card_images/australia/quokka.jpg,no,animals,downloaded
Australia,australia,animals,Saltwater Crocodile,saltwater_crocodile,Saltwater Crocodile,data/country_card_images/australia/saltwater_crocodile.jpg,no,animals,downloaded
Australia,australia,foods,Meat Pie,meat_pie,Meat Pie Australia,data/country_card_images/australia/meat_pie.jpg,no,foods,downloaded
Australia,australia,foods,Tim Tams (chocolate biscuits),tim_tams_chocolate_biscuits,Tim Tams (chocolate biscuits) Australia,data/country_card_images/australia/tim_tams_chocolate_biscuits.jpg,no,foods,downloaded
Australia,australia,foods,Pavlova,pavlova,Pavlova Australia,data/country_card_images/australia/pavlova.jpg,no,foods,downloaded
Australia,australia,foods,Vegemite on toast,vegemite_on_toast,Vegemite on toast Australia,data/country_card_images/australia/vegemite_on_toast.jpg,no,foods,downloaded
Australia,australia,foods,Lamingtons,lamingtons,Lamingtons Australia,data/country_card_images/australia/lamingtons.jpg,no,foods,downloaded
Australia,australia,landmarks,Sydney Opera House,sydney_opera_house,Sydney Opera House Australia,data/country_card_images/australia/sydney_opera_house.jpg,no,landmarks,downloaded
Australia,australia,landmarks,Great Barrier Reef,great_barrier_reef,Great Barrier Reef Australia,data/country_card_images/australia/great_barrier_reef.jpg,no,landmarks,downloaded
Australia,australia,landmarks,Uluru,uluru,Uluru Australia,data/country_card_images/australia/uluru.jpg,no,landmarks,downloaded
Australia,australia,landmarks,Blue Mountains,blue_mountains,Blue Mountains Australia,data/country_card_images/australia/blue_mountains.jpg,no,landmarks,downloaded
Australia,australia,landmarks,Bondi Beach,bondi_beach,Bondi Beach Australia,data/country_card_images/australia/bondi_beach.jpg,no,landmarks,downloaded
Australia,australia,cheer_reasons,Kangaroos,kangaroos,Kangaroos Australia,data/country_card_images/australia/kangaroos.jpg,no,cheer_reasons,downloaded
Australia,australia,cheer_reasons,Koalas,koalas,Koalas Australia,data/country_card_images/australia/koalas.jpg,no,cheer_reasons,downloaded
Australia,australia,cheer_reasons,Beaches,beaches,Beaches Australia,data/country_card_images/australia/beaches.jpg,no,cheer_reasons,downloaded
Australia,australia,cheer_reasons,Outback adventures,outback_adventures,Outback adventures Australia,data/country_card_images/australia/outback_adventures.jpg,no,cheer_reasons,downloaded
Australia,australia,cheer_reasons,Matildas are superstars,matildas_are_superstars,Matildas are superstars Australia,data/country_card_images/australia/matildas_are_superstars.jpg,no,cheer_reasons,downloaded
Türkiye,turkiye,animals,Anatolian Leopard,anatolian_leopard,Anatolian Leopard,data/country_card_images/turkiye/anatolian_leopard.jpg,no,animals,downloaded
Türkiye,turkiye,animals,Sea Turtle,sea_turtle,Sea Turtle,data/country_card_images/turkiye/sea_turtle.jpg,no,animals,downloaded
Türkiye,turkiye,animals,Stork,stork,Stork,data/country_card_images/turkiye/stork.jpg,no,animals,downloaded
Türkiye,turkiye,animals,Flamingo,flamingo,Flamingo,data/country_card_images/turkiye/flamingo.jpg,no,animals,downloaded
Türkiye,turkiye,foods,Kebab,kebab,Kebab Türkiye,data/country_card_images/turkiye/kebab.jpg,no,foods,downloaded
Türkiye,turkiye,foods,Baklava,baklava,Baklava Türkiye,data/country_card_images/turkiye/baklava.jpg,no,foods,downloaded
Türkiye,turkiye,foods,Turkish Delight,turkish_delight,Turkish Delight Türkiye,data/country_card_images/turkiye/turkish_delight.jpg,no,foods,missing
Türkiye,turkiye,foods,Börek (pastry),borek_pastry,Börek (pastry) Türkiye,data/country_card_images/turkiye/borek_pastry.jpg,no,foods,downloaded
Türkiye,turkiye,foods,Lahmacun,lahmacun,Lahmacun Türkiye,data/country_card_images/turkiye/lahmacun.jpg,no,foods,downloaded
Türkiye,turkiye,landmarks,Hagia Sophia,hagia_sophia,Hagia Sophia Türkiye,data/country_card_images/turkiye/hagia_sophia.jpg,no,landmarks,downloaded
Türkiye,turkiye,landmarks,Ephesus,ephesus,Ephesus Türkiye,data/country_card_images/turkiye/ephesus.jpg,no,landmarks,downloaded
Türkiye,turkiye,landmarks,Cappadocia (balloon rides!),cappadocia_balloon_rides,Cappadocia (balloon rides!) Türkiye,data/country_card_images/turkiye/cappadocia_balloon_rides.jpg,no,landmarks,downloaded
Türkiye,turkiye,landmarks,Grand Bazaar,grand_bazaar,Grand Bazaar Türkiye,data/country_card_images/turkiye/grand_bazaar.jpg,no,landmarks,downloaded
Türkiye,turkiye,cheer_reasons,Two continents in one country,two_continents_in_one_country,Two continents in one country Türkiye,data/country_card_images/turkiye/two_continents_in_one_country.jpg,no,cheer_reasons,downloaded
Türkiye,turkiye,cheer_reasons,Baklava,baklava,Baklava Türkiye,data/country_card_images/turkiye/baklava.jpg,yes,foods,downloaded
Türkiye,turkiye,cheer_reasons,Hot air balloons in Cappadocia,hot_air_balloons_in_cappadocia,Hot air balloons in Cappadocia Türkiye,data/country_card_images/turkiye/hot_air_balloons_in_cappadocia.jpg,no,cheer_reasons,downloaded
Türkiye,turkiye,cheer_reasons,3rd place in 2002,3rd_place_in_2002,3rd place in 2002 Türkiye,data/country_card_images/turkiye/3rd_place_in_2002.jpg,no,cheer_reasons,downloaded
Türkiye,turkiye,cheer_reasons,Istanbul is magical,istanbul_is_magical,Istanbul is magical Türkiye,data/country_card_images/turkiye/istanbul_is_magical.jpg,no,cheer_reasons,downloaded
Germany,germany,animals,Hedgehog,hedgehog,Hedgehog,data/country_card_images/germany/hedgehog.jpg,no,animals,downloaded
Germany,germany,animals,Red Fox,red_fox,Red Fox,data/country_card_images/germany/red_fox.jpg,no,animals,downloaded
Germany,germany,animals,White Stork,white_stork,White Stork,data/country_card_images/germany/white_stork.jpg,no,animals,downloaded
Germany,germany,animals,Wild Boar,wild_boar,Wild Boar,data/country_card_images/germany/wild_boar.jpg,no,animals,downloaded
Germany,germany,foods,Bratwurst,bratwurst,Bratwurst Germany,data/country_card_images/germany/bratwurst.jpg,no,foods,downloaded
Germany,germany,foods,Pretzels,pretzels,Pretzels Germany,data/country_card_images/germany/pretzels.jpg,no,foods,downloaded
Germany,germany,foods,Black Forest Cake,black_forest_cake,Black Forest Cake Germany,data/country_card_images/germany/black_forest_cake.jpg,no,foods,downloaded
Germany,germany,foods,Schnitzel,schnitzel,Schnitzel Germany,data/country_card_images/germany/schnitzel.jpg,no,foods,downloaded
Germany,germany,foods,Döner Kebab,doner_kebab,Döner Kebab Germany,data/country_card_images/germany/doner_kebab.jpg,no,foods,downloaded
Germany,germany,landmarks,Brandenburg Gate,brandenburg_gate,Brandenburg Gate Germany,data/country_card_images/germany/brandenburg_gate.jpg,no,landmarks,downloaded
Germany,germany,landmarks,Neuschwanstein Castle,neuschwanstein_castle,Neuschwanstein Castle Germany,data/country_card_images/germany/neuschwanstein_castle.jpg,no,landmarks,downloaded
Germany,germany,landmarks,Berlin Wall Memorial,berlin_wall_memorial,Berlin Wall Memorial Germany,data/country_card_images/germany/berlin_wall_memorial.jpg,no,landmarks,downloaded
Germany,germany,landmarks,Black Forest,black_forest,Black Forest Germany,data/country_card_images/germany/black_forest.jpg,no,landmarks,downloaded
Germany,germany,cheer_reasons,Bratwurst & pretzels,bratwurst_pretzels,Bratwurst & pretzels Germany,data/country_card_images/germany/bratwurst_pretzels.jpg,no,cheer_reasons,downloaded
Germany,germany,cheer_reasons,4x World Cup winners,4x_world_cup_winners,4x World Cup winners Germany,data/country_card_images/germany/4x_world_cup_winners.jpg,no,cheer_reasons,downloaded
Germany,germany,cheer_reasons,Legendary cars,legendary_cars,Legendary cars Germany,data/country_card_images/germany/legendary_cars.jpg,no,cheer_reasons,downloaded
Germany,germany,cheer_reasons,Amazing castles,amazing_castles,Amazing castles Germany,data/country_card_images/germany/amazing_castles.jpg,no,cheer_reasons,downloaded
Germany,germany,cheer_reasons,World Cup 2014 champs,world_cup_2014_champs,World Cup 2014 champs Germany,data/country_card_images/germany/world_cup_2014_champs.jpg,no,cheer_reasons,downloaded
Curaçao,curacao,animals,Sea Turtle,sea_turtle,Sea Turtle,data/country_card_images/curacao/sea_turtle.jpg,no,animals,downloaded
Curaçao,curacao,animals,Flamingo,flamingo,Flamingo,data/country_card_images/curacao/flamingo.jpg,no,animals,downloaded
Curaçao,curacao,animals,Burrowing Owl,burrowing_owl,Burrowing Owl,data/country_card_images/curacao/burrowing_owl.jpg,no,animals,downloaded
Curaçao,curacao,animals,Triggerfish,triggerfish,Triggerfish,data/country_card_images/curacao/triggerfish.jpg,no,animals,downloaded
Curaçao,curacao,animals,Seahorse,seahorse,Seahorse,data/country_card_images/curacao/seahorse.jpg,no,animals,downloaded
Curaçao,curacao,foods,Stobá (goat stew),stoba_goat_stew,Stobá (goat stew) Curaçao,data/country_card_images/curacao/stoba_goat_stew.jpg,no,foods,missing
Curaçao,curacao,foods,Funchi (cornmeal),funchi_cornmeal,Funchi (cornmeal) Curaçao,data/country_card_images/curacao/funchi_cornmeal.jpg,no,foods,downloaded
Curaçao,curacao,foods,Keshi Yená (stuffed cheese),keshi_yena_stuffed_cheese,Keshi Yená (stuffed cheese) Curaçao,data/country_card_images/curacao/keshi_yena_stuffed_cheese.jpg,no,foods,missing
Curaçao,curacao,foods,Bolo Preto (black cake),bolo_preto_black_cake,Bolo Preto (black cake) Curaçao,data/country_card_images/curacao/bolo_preto_black_cake.jpg,no,foods,missing
Curaçao,curacao,landmarks,Willemstad Floating Market,willemstad_floating_market,Willemstad Floating Market Curaçao,data/country_card_images/curacao/willemstad_floating_market.jpg,no,landmarks,downloaded
Curaçao,curacao,landmarks,Boca Tabla,boca_tabla,Boca Tabla Curaçao,data/country_card_images/curacao/boca_tabla.jpg,no,landmarks,missing
Curaçao,curacao,landmarks,Hato Caves,hato_caves,Hato Caves Curaçao,data/country_card_images/curacao/hato_caves.jpg,no,landmarks,downloaded
Curaçao,curacao,landmarks,Klein Curaçao Island,klein_curacao_island,Klein Curaçao Island Curaçao,data/country_card_images/curacao/klein_curacao_island.jpg,no,landmarks,downloaded
Curaçao,curacao,cheer_reasons,Colorful buildings,colorful_buildings,Colorful buildings Curaçao,data/country_card_images/curacao/colorful_buildings.jpg,no,cheer_reasons,downloaded
Curaçao,curacao,cheer_reasons,Caribbean beaches,caribbean_beaches,Caribbean beaches Curaçao,data/country_card_images/curacao/caribbean_beaches.jpg,no,cheer_reasons,downloaded
Curaçao,curacao,cheer_reasons,Smallest country in World Cup history,smallest_country_in_world_cup_history,Smallest country in World Cup history Curaçao,data/country_card_images/curacao/smallest_country_in_world_cup_history.jpg,no,cheer_reasons,missing
Curaçao,curacao,cheer_reasons,Flamingos,flamingos,Flamingos Curaçao,data/country_card_images/curacao/flamingos.jpg,no,cheer_reasons,downloaded
Curaçao,curacao,cheer_reasons,Amazing snorkeling,amazing_snorkeling,Amazing snorkeling Curaçao,data/country_card_images/curacao/amazing_snorkeling.jpg,no,cheer_reasons,downloaded
Ivory Coast,ivory-coast,animals,Forest Elephant,forest_elephant,Forest Elephant,data/country_card_images/ivory-coast/forest_elephant.jpg,no,animals,downloaded
Ivory Coast,ivory-coast,animals,Chimpanzee,chimpanzee,Chimpanzee,data/country_card_images/ivory-coast/chimpanzee.jpg,no,animals,downloaded
Ivory Coast,ivory-coast,animals,Pigmy Hippopotamus,pigmy_hippopotamus,Pigmy Hippopotamus,data/country_card_images/ivory-coast/pigmy_hippopotamus.jpg,no,animals,downloaded
Ivory Coast,ivory-coast,animals,African Grey Parrot,african_grey_parrot,African Grey Parrot,data/country_card_images/ivory-coast/african_grey_parrot.jpg,no,animals,downloaded
Ivory Coast,ivory-coast,foods,Attiéké (cassava couscous),attieke_cassava_couscous,Attiéké (cassava couscous) Ivory Coast,data/country_card_images/ivory-coast/attieke_cassava_couscous.jpg,no,foods,missing
Ivory Coast,ivory-coast,foods,Aloco (fried plantain),aloco_fried_plantain,Aloco (fried plantain) Ivory Coast,data/country_card_images/ivory-coast/aloco_fried_plantain.jpg,no,foods,missing
Ivory Coast,ivory-coast,foods,Fufu,fufu,Fufu Ivory Coast,data/country_card_images/ivory-coast/fufu.jpg,no,foods,downloaded
Ivory Coast,ivory-coast,foods,Kedjenou (chicken stew),kedjenou_chicken_stew,Kedjenou (chicken stew) Ivory Coast,data/country_card_images/ivory-coast/kedjenou_chicken_stew.jpg,no,foods,missing
Ivory Coast,ivory-coast,landmarks,Man National Park,man_national_park,Man National Park Ivory Coast,data/country_card_images/ivory-coast/man_national_park.jpg,no,landmarks,downloaded
Ivory Coast,ivory-coast,landmarks,Basilica of Our Lady of Peace,basilica_of_our_lady_of_peace,Basilica of Our Lady of Peace Ivory Coast,data/country_card_images/ivory-coast/basilica_of_our_lady_of_peace.jpg,no,landmarks,downloaded
Ivory Coast,ivory-coast,landmarks,Grand-Bassam,grand_bassam,Grand-Bassam Ivory Coast,data/country_card_images/ivory-coast/grand_bassam.jpg,no,landmarks,downloaded
Ivory Coast,ivory-coast,landmarks,Tai Forest,tai_forest,Tai Forest Ivory Coast,data/country_card_images/ivory-coast/tai_forest.jpg,no,landmarks,downloaded
Ivory Coast,ivory-coast,cheer_reasons,Didier Drogba's homeland,didier_drogba_s_homeland,Didier Drogba's homeland Ivory Coast,data/country_card_images/ivory-coast/didier_drogba_s_homeland.jpg,no,cheer_reasons,downloaded
Ivory Coast,ivory-coast,cheer_reasons,Cocoa country (chocolate!),cocoa_country_chocolate,Cocoa country (chocolate!) Ivory Coast,data/country_card_images/ivory-coast/cocoa_country_chocolate.jpg,no,cheer_reasons,downloaded
Ivory Coast,ivory-coast,cheer_reasons,Chimpanzees,chimpanzees,Chimpanzees Ivory Coast,data/country_card_images/ivory-coast/chimpanzees.jpg,no,cheer_reasons,downloaded
Ivory Coast,ivory-coast,cheer_reasons,African Champions,african_champions,African Champions Ivory Coast,data/country_card_images/ivory-coast/african_champions.jpg,no,cheer_reasons,downloaded
Ivory Coast,ivory-coast,cheer_reasons,Giant elephants,giant_elephants,Giant elephants Ivory Coast,data/country_card_images/ivory-coast/giant_elephants.jpg,no,cheer_reasons,downloaded
Ecuador,ecuador,animals,Galápagos Giant Tortoise,galapagos_giant_tortoise,Galápagos Giant Tortoise,data/country_card_images/ecuador/galapagos_giant_tortoise.jpg,no,animals,downloaded
Ecuador,ecuador,animals,Blue-footed Booby,blue_footed_booby,Blue-footed Booby,data/country_card_images/ecuador/blue_footed_booby.jpg,no,animals,downloaded
Ecuador,ecuador,animals,Andean Condor,andean_condor,Andean Condor,data/country_card_images/ecuador/andean_condor.jpg,no,animals,downloaded
Ecuador,ecuador,animals,Pink River Dolphin,pink_river_dolphin,Pink River Dolphin,data/country_card_images/ecuador/pink_river_dolphin.jpg,no,animals,downloaded
Ecuador,ecuador,foods,Ceviche,ceviche,Ceviche Ecuador,data/country_card_images/ecuador/ceviche.jpg,no,foods,downloaded
Ecuador,ecuador,foods,Llapingachos (potato cakes),llapingachos_potato_cakes,Llapingachos (potato cakes) Ecuador,data/country_card_images/ecuador/llapingachos_potato_cakes.jpg,no,foods,downloaded
Ecuador,ecuador,foods,Fanesca (spring soup),fanesca_spring_soup,Fanesca (spring soup) Ecuador,data/country_card_images/ecuador/fanesca_spring_soup.jpg,no,foods,missing
Ecuador,ecuador,foods,Cuy (guinea pig),cuy_guinea_pig,Cuy (guinea pig) Ecuador,data/country_card_images/ecuador/cuy_guinea_pig.jpg,no,foods,missing
Ecuador,ecuador,landmarks,Galápagos Islands,galapagos_islands,Galápagos Islands Ecuador,data/country_card_images/ecuador/galapagos_islands.jpg,no,landmarks,downloaded
Ecuador,ecuador,landmarks,Avenue of the Volcanoes,avenue_of_the_volcanoes,Avenue of the Volcanoes Ecuador,data/country_card_images/ecuador/avenue_of_the_volcanoes.jpg,no,landmarks,downloaded
Ecuador,ecuador,landmarks,Middle of the World Monument,middle_of_the_world_monument,Middle of the World Monument Ecuador,data/country_card_images/ecuador/middle_of_the_world_monument.jpg,no,landmarks,downloaded
Ecuador,ecuador,landmarks,Quilotoa Lagoon,quilotoa_lagoon,Quilotoa Lagoon Ecuador,data/country_card_images/ecuador/quilotoa_lagoon.jpg,no,landmarks,downloaded
Ecuador,ecuador,cheer_reasons,Galápagos Islands,galapagos_islands,Galápagos Islands Ecuador,data/country_card_images/ecuador/galapagos_islands.jpg,yes,landmarks,downloaded
Ecuador,ecuador,cheer_reasons,Standing on the Equator,standing_on_the_equator,Standing on the Equator Ecuador,data/country_card_images/ecuador/standing_on_the_equator.jpg,no,cheer_reasons,downloaded
Ecuador,ecuador,cheer_reasons,Blue-footed Boobies,blue_footed_boobies,Blue-footed Boobies Ecuador,data/country_card_images/ecuador/blue_footed_boobies.jpg,no,cheer_reasons,downloaded
